"Notes"	"County"	"County Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Johnston County, NC"	"37101"	73.34	52.29	94.44
	"Jones County, NC"	"37103"	73.35	53.85	94.36
	"Lee County, NC"	"37105"	73.80	52.48	93.96
	"Lenoir County, NC"	"37107"	73.19	52.28	94.63
	"Lincoln County, NC"	"37109"	71.75	52.52	92.40
	"McDowell County, NC"	"37111"	66.73	49.87	89.23
	"Macon County, NC"	"37113"	62.31	46.39	85.77
	"Madison County, NC"	"37115"	63.47	46.34	86.54
	"Martin County, NC"	"37117"	72.29	51.89	94.25
	"Mecklenburg County, NC"	"37119"	72.82	52.44	93.09
	"Mitchell County, NC"	"37121"	61.95	45.82	85.36
	"Montgomery County, NC"	"37123"	73.56	52.69	93.41
	"Moore County, NC"	"37125"	73.66	53.65	93.56
	"Nash County, NC"	"37127"	72.60	52.01	94.11
	"New Hanover County, NC"	"37129"	72.41	60.34	93.14
	"Northampton County, NC"	"37131"	71.81	50.98	93.99
	"Onslow County, NC"	"37133"	73.34	55.59	94.12
	"Orange County, NC"	"37135"	72.02	51.57	92.72
	"Pamlico County, NC"	"37137"	72.70	54.10	94.14
	"Pasquotank County, NC"	"37139"	70.37	54.26	93.20
	"Pender County, NC"	"37141"	73.77	54.97	94.71
	"Perquimans County, NC"	"37143"	71.52	52.48	93.66
	"Person County, NC"	"37145"	71.85	51.23	92.68
	"Pitt County, NC"	"37147"	72.73	52.21	94.55
	"Polk County, NC"	"37149"	69.47	51.64	90.59
	"Randolph County, NC"	"37151"	72.59	51.64	93.08
	"Richmond County, NC"	"37153"	74.53	53.19	94.30
	"Robeson County, NC"	"37155"	74.93	53.52	95.02
	"Rockingham County, NC"	"37157"	71.33	50.85	92.57
	"Rowan County, NC"	"37159"	72.03	51.68	92.53
	"Rutherford County, NC"	"37161"	70.71	52.33	91.69
	"Sampson County, NC"	"37163"	74.01	52.48	94.90
	"Scotland County, NC"	"37165"	74.64	53.50	94.56
	"Stanly County, NC"	"37167"	73.65	52.71	93.68
	"Stokes County, NC"	"37169"	70.04	50.91	91.41
	"Surry County, NC"	"37171"	68.11	49.90	90.36
	"Swain County, NC"	"37173"	62.69	45.83	86.61
	"Transylvania County, NC"	"37175"	63.46	47.21	86.44
	"Tyrrell County, NC"	"37177"	70.90	55.67	92.74
	"Union County, NC"	"37179"	73.63	53.02	93.61
	"Vance County, NC"	"37181"	72.61	51.06	93.46
	"Wake County, NC"	"37183"	73.07	51.79	93.95
	"Warren County, NC"	"37185"	72.33	51.35	93.47
	"Washington County, NC"	"37187"	72.26	52.08	93.92
	"Watauga County, NC"	"37189"	59.71	44.06	84.81
	"Wayne County, NC"	"37191"	73.28	51.75	94.62
	"Wilkes County, NC"	"37193"	67.76	49.94	89.96
	"Wilson County, NC"	"37195"	72.84	51.68	94.51
	"Yadkin County, NC"	"37197"	70.64	51.25	91.74
	"Yancey County, NC"	"37199"	61.27	44.90	85.22
	"Adams County, ND"	"38001"	55.70	35.93	87.13
	"Barnes County, ND"	"38003"	53.09	34.28	89.10
	"Benson County, ND"	"38005"	50.98	32.33	87.25
	"Billings County, ND"	"38007"	54.20	36.03	86.28
	"Bottineau County, ND"	"38009"	49.43	31.29	86.72
	"Bowman County, ND"	"38011"	55.79	37.01	86.44
	"Burke County, ND"	"38013"	49.19	31.82	85.60
	"Burleigh County, ND"	"38015"	53.67	33.82	87.75
	"Cass County, ND"	"38017"	53.68	34.40	89.83
	"Cavalier County, ND"	"38019"	49.13	31.64	86.68
	"Dickey County, ND"	"38021"	54.94	35.62	89.90
	"Divide County, ND"	"38023"	50.62	33.15	85.36
	"Dunn County, ND"	"38025"	53.75	34.99	86.99
	"Eddy County, ND"	"38027"	51.29	32.78	87.68
	"Emmons County, ND"	"38029"	55.38	35.16	88.90
	"Foster County, ND"	"38031"	51.53	33.14	87.86
	"Golden Valley County, ND"	"38033"	54.27	36.55	86.01
	"Grand Forks County, ND"	"38035"	52.19	33.90	88.46
	"Grant County, ND"	"38037"	55.79	35.65	87.89
	"Griggs County, ND"	"38039"	51.86	33.50	88.12
	"Hettinger County, ND"	"38041"	55.27	36.21	87.02
	"Kidder County, ND"	"38043"	52.82	33.62	87.86
	"LaMoure County, ND"	"38045"	54.20	34.98	89.29
	"Logan County, ND"	"38047"	53.70	34.29	88.12
	"McHenry County, ND"	"38049"	50.91	32.19	87.19
	"McIntosh County, ND"	"38051"	54.34	34.70	88.44
	"McKenzie County, ND"	"38053"	52.66	34.56	86.38
	"McLean County, ND"	"38055"	52.36	33.12	87.09
	"Mercer County, ND"	"38057"	53.74	34.20	87.25
	"Morton County, ND"	"38059"	55.02	34.87	87.74
	"Mountrail County, ND"	"38061"	50.67	32.86	85.93
	"Nelson County, ND"	"38063"	50.90	32.88	87.37
	"Oliver County, ND"	"38065"	53.52	33.55	87.18
	"Pembina County, ND"	"38067"	50.95	32.99	87.84
	"Pierce County, ND"	"38069"	50.61	31.97	86.98
	"Ramsey County, ND"	"38071"	50.62	32.31	87.23
	"Ransom County, ND"	"38073"	54.38	34.98	89.85
	"Renville County, ND"	"38075"	49.39	31.60	86.58
	"Richland County, ND"	"38077"	54.93	35.55	90.95
	"Rolette County, ND"	"38079"	48.58	31.43	86.31
	"Sargent County, ND"	"38081"	55.12	35.56	90.39
	"Sheridan County, ND"	"38083"	51.87	33.36	87.25
	"Sioux County, ND"	"38085"	56.34	35.74	89.09
	"Slope County, ND"	"38087"	55.17	36.75	86.45
	"Stark County, ND"	"38089"	54.72	35.69	86.91
	"Steele County, ND"	"38091"	52.24	34.20	88.41
	"Stutsman County, ND"	"38093"	52.56	34.00	88.25
	"Towner County, ND"	"38095"	49.47	31.50	86.71
	"Traill County, ND"	"38097"	53.23	34.33	89.34
	"Walsh County, ND"	"38099"	51.05	32.62	87.69
	"Ward County, ND"	"38101"	50.20	32.04	86.53
	"Wells County, ND"	"38103"	51.67	33.15	87.52
	"Williams County, ND"	"38105"	51.27	33.35	85.91
	"Adams County, OH"	"39001"	64.18	47.04	93.81
	"Allen County, OH"	"39003"	61.09	44.78	92.53
	"Ashland County, OH"	"39005"	59.34	43.50	91.16
	"Ashtabula County, OH"	"39007"	57.99	43.83	90.31
	"Athens County, OH"	"39009"	63.90	46.70	93.17
	"Auglaize County, OH"	"39011"	61.22	44.75	92.47
	"Belmont County, OH"	"39013"	61.20	45.32	91.01
	"Brown County, OH"	"39015"	63.63	46.71	93.53
	"Butler County, OH"	"39017"	63.60	46.34	94.37
	"Carroll County, OH"	"39019"	59.94	43.79	90.34
	"Champaign County, OH"	"39021"	61.08	45.33	92.29
	"Clark County, OH"	"39023"	61.59	45.80	92.61
	"Clermont County, OH"	"39025"	63.86	46.99	94.08
	"Clinton County, OH"	"39027"	62.56	45.64	92.86
	"Columbiana County, OH"	"39029"	59.76	42.99	89.96
	"Coshocton County, OH"	"39031"	61.39	43.98	91.66
	"Crawford County, OH"	"39033"	59.80	44.16	91.82
	"Cuyahoga County, OH"	"39035"	58.61	44.58	90.68
	"Darke County, OH"	"39037"	61.84	45.25	92.61
	"Defiance County, OH"	"39039"	60.24	43.76	93.21
	"Delaware County, OH"	"39041"	61.23	45.49	92.72
	"Erie County, OH"	"39043"	57.63	47.02	91.40
	"Fairfield County, OH"	"39045"	62.47	45.42	92.86
	"Fayette County, OH"	"39047"	62.53	45.62	92.77
	"Franklin County, OH"	"39049"	62.54	46.03	93.25
	"Fulton County, OH"	"39051"	59.21	43.04	92.70
	"Gallia County, OH"	"39053"	65.58	47.72	92.90
	"Geauga County, OH"	"39055"	57.74	43.03	89.74
	"Greene County, OH"	"39057"	62.39	45.59	92.92
	"Guernsey County, OH"	"39059"	61.86	44.86	91.90
	"Hamilton County, OH"	"39061"	64.13	47.07	94.60
	"Hancock County, OH"	"39063"	60.61	44.53	92.41
	"Hardin County, OH"	"39065"	60.68	44.94	92.52
	"Harrison County, OH"	"39067"	60.79	44.67	90.89
	"Henry County, OH"	"39069"	60.14	43.74	93.05
	"Highland County, OH"	"39071"	63.12	46.13	93.03
	"Hocking County, OH"	"39073"	62.87	45.99	93.19
	"Holmes County, OH"	"39075"	60.39	43.43	91.07
	"Huron County, OH"	"39077"	59.05	44.37	91.79
	"Jackson County, OH"	"39079"	64.44	47.23	93.52
	"Jefferson County, OH"	"39081"	60.53	44.24	90.85
	"Knox County, OH"	"39083"	60.52	44.06	91.48
	"Lake County, OH"	"39085"	57.34	45.22	90.31
	"Lawrence County, OH"	"39087"	65.62	47.93	93.47
	"Licking County, OH"	"39089"	61.40	44.58	92.17
	"Logan County, OH"	"39091"	60.71	45.03	92.34
	"Lorain County, OH"	"39093"	58.70	45.22	91.47
	"Lucas County, OH"	"39095"	59.21	43.00	92.55
	"Madison County, OH"	"39097"	61.92	45.89	92.90
	"Mahoning County, OH"	"39099"	59.61	43.06	89.80
	"Marion County, OH"	"39101"	60.52	44.52	92.57
	"Medina County, OH"	"39103"	59.32	43.62	90.76
	"Meigs County, OH"	"39105"	64.88	47.30	92.86
	"Mercer County, OH"	"39107"	61.74	44.82	92.91
	"Miami County, OH"	"39109"	62.02	46.05	93.00
	"Monroe County, OH"	"39111"	62.01	45.83	91.38
	"Montgomery County, OH"	"39113"	62.74	45.71	93.44
	"Morgan County, OH"	"39115"	62.69	45.61	92.67
	"Morrow County, OH"	"39117"	59.73	43.83	91.70
	"Muskingum County, OH"	"39119"	62.14	45.00	92.49
	"Noble County, OH"	"39121"	62.33	45.42	91.88
	"Ottawa County, OH"	"39123"	58.71	44.82	92.34
	"Paulding County, OH"	"39125"	60.52	43.89	93.33
	"Perry County, OH"	"39127"	62.40	45.41	92.86
	"Pickaway County, OH"	"39129"	63.43	46.29	93.61
	"Pike County, OH"	"39131"	63.83	46.79	93.46
	"Portage County, OH"	"39133"	59.02	43.16	89.88
	"Preble County, OH"	"39135"	62.40	45.76	92.97
	"Putnam County, OH"	"39137"	60.90	44.39	92.71
	"Richland County, OH"	"39139"	59.09	43.51	91.25
	"Ross County, OH"	"39141"	63.57	46.53	93.53
	"Sandusky County, OH"	"39143"	59.36	44.64	92.37
	"Scioto County, OH"	"39145"	64.60	47.30	93.67
	"Seneca County, OH"	"39147"	59.78	44.27	92.21
	"Shelby County, OH"	"39149"	61.29	44.81	92.32
	"Stark County, OH"	"39151"	59.71	43.36	90.37
	"Summit County, OH"	"39153"	59.36	43.50	90.45
	"Trumbull County, OH"	"39155"	59.50	43.28	90.08
	"Tuscarawas County, OH"	"39157"	60.66	43.95	91.29
	"Union County, OH"	"39159"	61.33	45.63	92.88
	"Van Wert County, OH"	"39161"	61.20	44.55	92.98
	"Vinton County, OH"	"39163"	63.70	46.80	93.44
	"Warren County, OH"	"39165"	63.20	46.24	93.76
	"Washington County, OH"	"39167"	63.78	46.55	92.45
	"Wayne County, OH"	"39169"	59.71	43.58	90.87
	"Williams County, OH"	"39171"	58.99	42.88	92.90
	"Wood County, OH"	"39173"	59.91	43.75	92.41
	"Wyandot County, OH"	"39175"	60.54	44.55	92.57
	"Adair County, OK"	"40001"	73.39	52.44	96.76
	"Alfalfa County, OK"	"40003"	76.19	48.98	97.64
	"Atoka County, OK"	"40005"	79.90	54.21	98.32
	"Beaver County, OK"	"40007"	75.16	48.75	93.47
	"Beckham County, OK"	"40009"	77.93	52.58	95.11
	"Blaine County, OK"	"40011"	76.90	51.22	96.64
	"Bryan County, OK"	"40013"	80.89	54.94	98.61
	"Caddo County, OK"	"40015"	78.19	51.78	96.63
	"Canadian County, OK"	"40017"	77.17	51.95	97.14
	"Carter County, OK"	"40019"	80.12	54.29	98.15
	"Cherokee County, OK"	"40021"	74.58	52.28	97.68
	"Choctaw County, OK"	"40023"	80.98	54.84	98.60
	"Cimarron County, OK"	"40025"	72.71	47.95	89.98
	"Cleveland County, OK"	"40027"	77.54	53.32	97.76
	"Coal County, OK"	"40029"	79.81	53.80	98.78
	"Comanche County, OK"	"40031"	79.53	53.65	96.63
	"Cotton County, OK"	"40033"	81.43	53.80	97.92
	"Craig County, OK"	"40035"	73.19	50.32	98.64
	"Creek County, OK"	"40037"	76.54	52.44	98.87
	"Custer County, OK"	"40039"	76.96	51.23	95.74
	"Delaware County, OK"	"40041"	73.21	50.75	97.49
	"Dewey County, OK"	"40043"	75.91	50.72	95.48
	"Ellis County, OK"	"40045"	75.59	49.46	94.77
	"Garfield County, OK"	"40047"	76.34	50.79	97.83
	"Garvin County, OK"	"40049"	79.07	53.94	97.93
	"Grady County, OK"	"40051"	78.40	52.81	97.24
	"Grant County, OK"	"40053"	75.74	50.08	97.83
	"Greer County, OK"	"40055"	79.49	53.00	95.85
	"Harmon County, OK"	"40057"	80.03	53.30	95.72
	"Harper County, OK"	"40059"	75.76	49.00	95.80
	"Haskell County, OK"	"40061"	77.30	52.44	98.95
	"Hughes County, OK"	"40063"	77.91	53.35	98.59
	"Jackson County, OK"	"40065"	80.86	53.53	96.52
	"Jefferson County, OK"	"40067"	81.26	54.80	98.19
	"Johnston County, OK"	"40069"	79.92	53.53	98.27
	"Kay County, OK"	"40071"	74.81	50.61	97.74
	"Kingfisher County, OK"	"40073"	77.38	51.92	97.93
	"Kiowa County, OK"	"40075"	78.93	53.34	96.11
	"Latimer County, OK"	"40077"	77.30	53.35	97.54
	"Le Flore County, OK"	"40079"	76.89	53.80	97.22
	"Lincoln County, OK"	"40081"	77.25	52.66	98.52
	"Logan County, OK"	"40083"	77.29	51.75	98.36
	"Love County, OK"	"40085"	80.75	55.18	98.43
	"McClain County, OK"	"40087"	78.23	53.44	97.87
	"McCurtain County, OK"	"40089"	79.48	54.23	97.39
	"McIntosh County, OK"	"40091"	77.28	52.55	99.23
	"Major County, OK"	"40093"	76.48	50.17	96.85
	"Marshall County, OK"	"40095"	80.64	53.64	98.69
	"Mayes County, OK"	"40097"	74.61	51.39	98.76
	"Murray County, OK"	"40099"	79.04	53.99	97.60
	"Muskogee County, OK"	"40101"	76.53	51.91	99.17
	"Noble County, OK"	"40103"	76.08	51.37	98.11
	"Nowata County, OK"	"40105"	73.93	50.59	98.83
	"Okfuskee County, OK"	"40107"	77.14	53.22	98.80
	"Oklahoma County, OK"	"40109"	77.24	52.62	97.76
	"Okmulgee County, OK"	"40111"	76.73	52.24	99.21
	"Osage County, OK"	"40113"	74.94	50.39	98.49
	"Ottawa County, OK"	"40115"	72.80	49.94	98.02
	"Pawnee County, OK"	"40117"	76.15	51.11	98.63
	"Payne County, OK"	"40119"	76.96	51.30	98.52
	"Pittsburg County, OK"	"40121"	78.04	53.74	98.24
	"Pontotoc County, OK"	"40123"	78.29	54.05	98.01
	"Pottawatomie County, OK"	"40125"	77.63	53.32	98.13
	"Pushmataha County, OK"	"40127"	78.83	54.72	97.19
	"Roger Mills County, OK"	"40129"	76.78	50.15	94.98
	"Rogers County, OK"	"40131"	75.05	50.19	99.33
	"Seminole County, OK"	"40133"	77.84	52.86	98.46
	"Sequoyah County, OK"	"40135"	75.90	53.29	98.11
	"Stephens County, OK"	"40137"	80.11	54.14	97.49
	"Texas County, OK"	"40139"	74.86	48.12	92.18
	"Tillman County, OK"	"40141"	81.24	53.73	97.34
	"Tulsa County, OK"	"40143"	75.91	50.92	99.38
	"Wagoner County, OK"	"40145"	76.02	51.58	99.41
	"Washington County, OK"	"40147"	74.81	50.59	99.12
	"Washita County, OK"	"40149"	77.91	52.28	95.82
	"Woods County, OK"	"40151"	75.66	49.63	96.65
	"Woodward County, OK"	"40153"	75.53	49.40	95.55
	"Baker County, OR"	"41001"	52.86	36.93	82.34
	"Benton County, OR"	"41003"	58.27	42.35	83.59
	"Clackamas County, OR"	"41005"	54.23	39.74	83.67
	"Clatsop County, OR"	"41007"	54.77	41.79	84.56
	"Columbia County, OR"	"41009"	56.75	42.08	84.94
	"Coos County, OR"	"41011"	57.41	43.82	81.64
	"Crook County, OR"	"41013"	54.11	36.49	81.24
	"Curry County, OR"	"41015"	55.56	43.56	81.79
	"Deschutes County, OR"	"41017"	53.34	35.33	81.30
	"Douglas County, OR"	"41019"	57.63	40.42	83.28
	"Gilliam County, OR"	"41021"	59.30	43.27	84.30
	"Grant County, OR"	"41023"	52.11	35.17	81.14
	"Harney County, OR"	"41025"	53.75	37.81	81.39
	"Hood River County, OR"	"41027"	53.40	38.22	83.75
	"Jackson County, OR"	"41029"	57.88	37.97	83.20
	"Jefferson County, OR"	"41031"	55.89	39.34	82.40
	"Josephine County, OR"	"41033"	58.33	39.91	83.10
	"Klamath County, OR"	"41035"	53.38	35.11	80.60
	"Lake County, OR"	"41037"	53.68	36.39	80.89
	"Lane County, OR"	"41039"	56.17	39.72	82.82
	"Lincoln County, OR"	"41041"	54.93	45.45	82.50
	"Linn County, OR"	"41043"	56.33	40.50	83.73
	"Malheur County, OR"	"41045"	56.20	40.29	83.14
	"Marion County, OR"	"41047"	56.31	40.96	83.98
	"Morrow County, OR"	"41049"	58.77	42.63	84.74
	"Multnomah County, OR"	"41051"	58.05	43.03	84.39
	"Polk County, OR"	"41053"	57.88	42.72	83.94
	"Sherman County, OR"	"41055"	59.41	42.72	83.95
	"Tillamook County, OR"	"41057"	53.72	43.58	82.37
	"Umatilla County, OR"	"41059"	57.81	41.54	84.72
	"Union County, OR"	"41061"	52.70	36.30	82.22
	"Wallowa County, OR"	"41063"	51.83	35.96	81.73
	"Wasco County, OR"	"41065"	57.09	40.75	83.12
	"Washington County, OR"	"41067"	57.01	42.14	84.11
	"Wheeler County, OR"	"41069"	54.47	37.88	81.95
	"Yamhill County, OR"	"41071"	57.63	42.45	83.97
	"Adams County, PA"	"42001"	61.34	45.04	90.46
	"Allegheny County, PA"	"42003"	60.98	43.93	89.96
	"Armstrong County, PA"	"42005"	59.73	42.96	89.39
	"Beaver County, PA"	"42007"	60.31	43.35	90.16
	"Bedford County, PA"	"42009"	60.00	44.06	88.48
	"Berks County, PA"	"42011"	61.30	45.31	90.48
	"Blair County, PA"	"42013"	58.77	43.06	88.47
	"Bradford County, PA"	"42015"	56.28	40.87	89.61
	"Bucks County, PA"	"42017"	62.10	45.61	90.76
	"Butler County, PA"	"42019"	59.69	42.66	89.28
	"Cambria County, PA"	"42021"	57.59	42.34	88.03
	"Cameron County, PA"	"42023"	57.16	40.65	88.63
	"Carbon County, PA"	"42025"	58.13	43.29	89.75
	"Centre County, PA"	"42027"	58.04	42.07	89.09
	"Chester County, PA"	"42029"	62.36	46.25	90.71
	"Clarion County, PA"	"42031"	58.38	41.51	89.11
	"Clearfield County, PA"	"42033"	57.53	41.78	88.71
	"Clinton County, PA"	"42035"	57.75	41.64	89.34
	"Columbia County, PA"	"42037"	58.76	43.50	90.39
	"Crawford County, PA"	"42039"	57.10	41.82	89.58
	"Cumberland County, PA"	"42041"	61.28	45.14	90.75
	"Dauphin County, PA"	"42043"	60.58	44.42	90.55
	"Delaware County, PA"	"42045"	63.30	46.42	90.85
	"Elk County, PA"	"42047"	56.52	40.66	88.76
	"Erie County, PA"	"42049"	54.25	44.19	88.02
	"Fayette County, PA"	"42051"	60.85	44.77	89.12
	"Forest County, PA"	"42053"	56.88	40.92	89.10
	"Franklin County, PA"	"42055"	61.46	45.43	90.28
	"Fulton County, PA"	"42057"	60.90	44.54	89.42
	"Greene County, PA"	"42059"	61.71	45.25	90.20
	"Huntingdon County, PA"	"42061"	60.02	43.84	89.34
	"Indiana County, PA"	"42063"	59.14	43.09	88.92
	"Jefferson County, PA"	"42065"	57.72	41.55	89.04
	"Juniata County, PA"	"42067"	60.31	44.50	89.96
	"Lackawanna County, PA"	"42069"	56.73	40.98	90.17
	"Lancaster County, PA"	"42071"	62.21	46.15	91.16
	"Lawrence County, PA"	"42073"	59.63	42.84	89.79
	"Lebanon County, PA"	"42075"	61.24	45.13	90.46
	"Lehigh County, PA"	"42077"	60.74	44.85	90.54
	"Luzerne County, PA"	"42079"	57.22	41.79	90.13
	"Lycoming County, PA"	"42081"	57.72	42.06	89.82
	"Mc Kean County, PA"	"42083"	55.19	39.33	88.28
	"Mercer County, PA"	"42085"	58.89	42.10	89.28
	"Mifflin County, PA"	"42087"	59.43	43.66	89.51
	"Monroe County, PA"	"42089"	57.25	41.97	89.52
	"Montgomery County, PA"	"42091"	62.48	45.92	90.80
	"Montour County, PA"	"42093"	59.92	44.40	90.52
	"Northampton County, PA"	"42095"	60.39	44.92	90.39
	"Northumberland County, PA"	"42097"	59.70	44.21	90.34
	"Perry County, PA"	"42099"	60.63	44.40	90.15
	"Philadelphia County, PA"	"42101"	63.24	46.36	90.96
	"Pike County, PA"	"42103"	57.20	41.85	89.94
	"Potter County, PA"	"42105"	54.99	39.45	88.42
	"Schuylkill County, PA"	"42107"	58.82	43.56	89.62
	"Snyder County, PA"	"42109"	59.74	44.11	90.00
	"Somerset County, PA"	"42111"	57.87	42.82	87.28
	"Sullivan County, PA"	"42113"	55.47	40.54	90.05
	"Susquehanna County, PA"	"42115"	55.89	40.20	89.94
	"Tioga County, PA"	"42117"	55.64	40.05	88.68
	"Union County, PA"	"42119"	59.17	43.69	89.88
	"Venango County, PA"	"42121"	58.08	41.48	89.10
	"Warren County, PA"	"42123"	56.08	40.46	88.96
	"Washington County, PA"	"42125"	61.19	44.24	90.00
	"Wayne County, PA"	"42127"	55.78	40.75	90.05
	"Westmoreland County, PA"	"42129"	60.44	44.49	89.20
	"Wyoming County, PA"	"42131"	56.83	40.97	89.68
	"York County, PA"	"42133"	61.92	45.47	91.09
	"Bristol County, RI"	"44001"	59.59	44.47	87.96
	"Kent County, RI"	"44003"	58.89	44.19	88.13
	"Newport County, RI"	"44005"	58.67	44.94	88.04
	"Providence County, RI"	"44007"	58.49	43.50	88.22
	"Washington County, RI"	"44009"	58.94	45.10	88.35
	"Abbeville County, SC"	"45001"	75.16	53.99	94.81
	"Aiken County, SC"	"45003"	76.64	54.77	95.35
	"Allendale County, SC"	"45005"	78.44	55.21	95.86
	"Anderson County, SC"	"45007"	73.80	53.85	93.93
	"Bamberg County, SC"	"45009"	77.81	55.16	95.80
	"Barnwell County, SC"	"45011"	77.74	54.81	95.78
	"Beaufort County, SC"	"45013"	77.11	59.85	94.75
	"Berkeley County, SC"	"45015"	77.05	56.90	94.88
	"Calhoun County, SC"	"45017"	76.60	55.03	95.62
	"Charleston County, SC"	"45019"	76.14	59.93	94.26
	"Cherokee County, SC"	"45021"	73.64	53.15	93.95
	"Chester County, SC"	"45023"	74.51	53.51	94.55
	"Chesterfield County, SC"	"45025"	74.75	53.69	94.65
	"Clarendon County, SC"	"45027"	76.81	55.04	95.48
	"Colleton County, SC"	"45029"	77.64	57.11	95.32
	"Darlington County, SC"	"45031"	75.81	53.61	95.04
	"Dillon County, SC"	"45033"	75.55	53.66	95.14
	"Dorchester County, SC"	"45035"	77.40	56.21	95.39
	"Edgefield County, SC"	"45037"	75.86	54.16	95.23
	"Fairfield County, SC"	"45039"	75.48	53.83	94.82
	"Florence County, SC"	"45041"	76.37	54.18	95.21
	"Georgetown County, SC"	"45043"	76.38	57.78	94.77
	"Greenville County, SC"	"45045"	71.84	53.50	92.65
	"Greenwood County, SC"	"45047"	75.29	54.03	94.94
	"Hampton County, SC"	"45049"	78.73	55.60	95.94
	"Horry County, SC"	"45051"	74.95	56.59	94.74
	"Jasper County, SC"	"45053"	78.84	56.97	95.53
	"Kershaw County, SC"	"45055"	75.33	54.23	95.12
	"Lancaster County, SC"	"45057"	74.07	53.42	94.41
	"Laurens County, SC"	"45059"	74.68	53.72	94.66
	"Lee County, SC"	"45061"	75.76	54.46	94.99
	"Lexington County, SC"	"45063"	75.81	54.98	95.02
	"McCormick County, SC"	"45065"	76.32	54.33	95.31
	"Marion County, SC"	"45067"	76.08	54.41	95.24
	"Marlboro County, SC"	"45069"	75.55	53.73	95.16
	"Newberry County, SC"	"45071"	75.46	54.23	94.87
	"Oconee County, SC"	"45073"	71.69	53.61	92.67
	"Orangeburg County, SC"	"45075"	77.14	54.85	95.63
	"Pickens County, SC"	"45077"	70.71	53.20	92.12
	"Richland County, SC"	"45079"	76.17	54.33	95.39
	"Saluda County, SC"	"45081"	75.39	54.72	95.00
	"Spartanburg County, SC"	"45083"	72.83	53.37	93.32
	"Sumter County, SC"	"45085"	76.31	54.65	95.40
	"Union County, SC"	"45087"	74.77	53.76	94.73
	"Williamsburg County, SC"	"45089"	77.01	55.28	95.16
	"York County, SC"	"45091"	73.48	52.85	93.72
	"Aurora County, SD"	"46003"	59.93	38.31	92.81
	"Beadle County, SD"	"46005"	58.91	38.74	93.08
	"Bennett County, SD"	"46007"	60.24	40.52	88.33
	"Bon Homme County, SD"	"46009"	62.14	39.83	94.61
	"Brookings County, SD"	"46011"	56.37	36.91	91.31
	"Brown County, SD"	"46013"	56.50	36.32	91.27
	"Brule County, SD"	"46015"	60.04	38.60	92.47
	"Buffalo County, SD"	"46017"	59.22	39.30	91.76
	"Butte County, SD"	"46019"	58.92	39.99	87.53
	"Campbell County, SD"	"46021"	56.26	36.57	89.69
	"Charles Mix County, SD"	"46023"	61.26	39.49	93.49
	"Clark County, SD"	"46025"	56.38	36.27	91.11
	"Clay County, SD"	"46027"	61.49	40.16	94.39
	"Codington County, SD"	"46029"	55.74	36.87	90.24
	"Corson County, SD"	"46031"	56.72	36.68	89.04
	"Custer County, SD"	"46033"	57.65	38.70	86.22
	"Davison County, SD"	"46035"	60.37	38.49	93.65
	"Day County, SD"	"46037"	55.26	36.42	89.94
	"Deuel County, SD"	"46039"	55.67	36.98	90.53
	"Dewey County, SD"	"46041"	57.71	38.02	89.67
	"Douglas County, SD"	"46043"	60.66	39.19	93.20
	"Edmunds County, SD"	"46045"	56.21	36.67	90.02
	"Fall River County, SD"	"46047"	61.19	40.87	87.78
	"Faulk County, SD"	"46049"	57.10	37.43	90.58
	"Grant County, SD"	"46051"	56.04	36.74	91.33
	"Gregory County, SD"	"46053"	60.50	40.09	92.16
	"Haakon County, SD"	"46055"	60.17	40.07	90.01
	"Hamlin County, SD"	"46057"	56.29	37.77	90.93
	"Hand County, SD"	"46059"	58.12	38.09	91.43
	"Hanson County, SD"	"46061"	60.34	38.63	94.02
	"Harding County, SD"	"46063"	56.83	38.08	86.53
	"Hughes County, SD"	"46065"	58.70	38.34	90.77
	"Hutchinson County, SD"	"46067"	60.99	39.33	94.22
	"Hyde County, SD"	"46069"	57.63	37.42	90.29
	"Jackson County, SD"	"46071"	61.13	40.87	89.74
	"Jerauld County, SD"	"46073"	58.96	38.14	92.41
	"Jones County, SD"	"46075"	59.85	40.06	90.35
	"Kingsbury County, SD"	"46077"	57.16	36.98	91.76
	"Lake County, SD"	"46079"	57.21	36.65	91.77
	"Lawrence County, SD"	"46081"	53.48	36.70	84.08
	"Lincoln County, SD"	"46083"	59.60	37.72	93.79
	"Lyman County, SD"	"46085"	59.81	39.07	91.51
	"McCook County, SD"	"46087"	58.93	38.14	93.39
	"McPherson County, SD"	"46089"	55.19	35.83	89.20
	"Marshall County, SD"	"46091"	54.74	35.52	89.88
	"Meade County, SD"	"46093"	59.75	40.43	88.47
	"Mellette County, SD"	"46095"	60.81	40.94	90.43
	"Miner County, SD"	"46097"	58.41	37.34	93.04
	"Minnehaha County, SD"	"46099"	58.20	38.17	92.68
	"Moody County, SD"	"46101"	56.93	36.77	91.85
	"Pennington County, SD"	"46103"	58.92	39.71	88.35
	"Perkins County, SD"	"46105"	57.48	37.83	87.83
	"Potter County, SD"	"46107"	56.88	37.78	89.56
	"Roberts County, SD"	"46109"	55.30	36.44	90.69
	"Sanborn County, SD"	"46111"	59.88	38.58	93.78
	"Shannon County, SD"	"46113"	61.09	41.13	88.37
	"Spink County, SD"	"46115"	57.79	36.56	92.49
	"Stanley County, SD"	"46117"	59.58	39.74	90.65
