5_gram,freq
a * rate designed to,1
a * rate of this,1
a * rate structure no,1
a * rather than to,1
a * raviaw of tha,1
a * reason behind the,1
a * reasonably related to,1
a * recap of the,1
a * receipts or other,1
a * recognized natural gas,1
a * recollection of how,1
a * recommendation as can,1
a * recommendation that has,1
a * record evaluation of,1
a * record of all,1
a * recovery are dim,1
a * reduced budget we,1
a * reduced level from,1
a * reduction because the,1
a * reduction in personal,1
a * reduction in print,1
a * reform bill in,1
a * regional communications grant,1
a * regional training program,1
a * register notice announcing,1
a * register notice on,1
a * register notice published,1
a * regulations and legis,1
a * regulatory effort related,1
a * regulatory response to,1
a * regulatory task group,1
a * relationship between government,1
a * relationship to vote,1
a * removal of supply,1
a * repeal of disc,1
a * replace the wet,1
a * report describing the,1
a * report from the,1
a * report gary c,1
a * report on a,1
a * report on developing,1
a * report on disc,1
a * report on the,1
a * report on this,1
a * report to government,1
a * report to the,1
a * report was made,1
a * reporting rule that,1
a * reports on three,1
a * representative or at,1
a * reproduction of the,1
a * request to the,1
a * requests for the,1
a * research council nrc,1
a * research program designed,1
a * residence due to,1
a * resolution calling for,1
a * resolution for appropriations,1
a * resource to the,1
a * resoureeintensive effort in,1
a * response by industry,1
a * response in man,1
a * response to epas,1
a * response to hm,1
a * response to the,1
a * restrictive per country,1
a * result of increased,1
a * result of these,1
a * result public interest,1
a * retreat at which,1
a * retreat from the,1
a * return date of,1
a * return on your,1
a * return to tank,1
a * revenue raising measure,1
a * review assessment of,1
a * review of and,1
a * review of areas,1
a * review of epas,1
a * review of legislative,1
a * reviewed by mr,1
a * revision of the,1
a * reyman the staff,1
a * rid is working,1
a * rid were included,1
a * righttoknow bill during,1
a * risk analysis study,1
a * risk that even,1
a * risk to workers,1
a * role in epas,1
a * role in helping,1
a * role in participating,1
a * role in penetrating,1
a * role in pressuring,1
a * role in state,1
a * role in that,1
a * role not replaceable,1
a * role to the,1
a * roster of all,1
a * round of mtn,1
a * round of trade,1
a * round should not,1
a * rule and international,1
a * rule by december,1
a * rule by june,1
a * rule may establish,1
a * rule on january,1
a * rule on july,1
a * rule preliminary palatibility,1
a * rule the panels,1
a * rule with respect,1
a * rulemaking and have,1
a * rulemaking soon the,1
a * rulemaking that would,1
a * ruling held that,1
a * s intended to,1
a * s patent from,1
a * s transaction provided,1
a * sale of conrail,1
a * satellite feed was,1
a * schedule by the,1
a * schedule established by,1
a * schedule of board,1
a * scheduled ccpa meeting,1
a * science and technology,1
a * science subcommittee held,1
a * scope trade package,1
a * section a test,1
a * section anpr on,1
a * section monitoring test,1
a * section negotiated testing,1
a * section of board,1
a * section of the,1
a * security nature should,1
a * sellakumar who will,1
a * seminar at the,1
a * senate budget stance,1
a * sense of direction,1
a * sense of inadequacy,1
a * sense the committees,1
a * sent by mr,1
a * separation between grassroots,1
a * set of final,1
a * set of testing,1
a * severe economic impact,1
a * shakeout appears likely,1
a * shall be rendered,1
a * shift in committee,1
a * shift of over,1
a * short period in,1
a * should be filed,1
a * should be held,1
a * should be sent,1
a * should include educational,1
a * signature for such,1
a * signed by governor,1
a * significant issue for,1
a * significant resource to,1
a * site can be,1
a * size chemical plant,1
a * slides to give,1
a * small window perhaps,1
a * so low that,1
a * solely because of,1
a * solid waste bill,1
a * solid waste law,1
a * some parts of,1
a * source performance standard,1
a * space reliance on,1
a * speaking at executive,1
a * special program on,1
a * special program which,1
a * specific house public,1
a * specific to the,1
a * specific to this,1
a * spectrum of environmental,1
a * spectrum of programs,1
a * spectrum of rcra,1
a * speech and press,1
a * spill a maximum,1
a * sponsored arsenic symposium,1
a * standar for addressing,1
a * standard as to,1
a * standard for benzene,1
a * standard for hazardous,1
a * standard for pipelines,1
a * standard it represents,1
a * standard on dehp,1
a * standard on the,1
a * standard proposed by,1
a * standard which would,1
a * state affairsemc work,1
a * state lobbyist on,1
a * statement detailing all,1
a * statement regarding possible,1
a * statement will be,1
a * states are in,1
a * states government viewpoint,1
a * states such as,1
a * status report geraldine,1
a * status report on,1
a * statute which requires,1
a * strategy aimed at,1
a * street but in,1
a * structure responsible for,1
a * study a pharmacokinetic,1
a * study conducted in,1
a * study designed to,1
a * study in rats,1
a * study is also,1
a * study of vinyl,1
a * study on effective,1
a * study reports that,1
a * subchronic bioassay on,1
a * subchronic study be,1
a * subcommitte on toxic,1
a * subcommittee and a,1
a * subcommittee composed of,1
a * subject the banner,1
a * submits a groundwater,1
a * submitted by cma,1
a * substance and a,1
a * substance would be,1
a * substance would give,1
a * substances control bill,1
a * success was realized,1
a * such meetings gave,1
a * sum for anxiety,1
a * sum to budget,1
a * summary of our,1
a * superfund floor amendment,1
a * superfund the law,1
a * superior to a,1
a * support to all,1
a * supporterwith governmental and,1
a * supporting the repeal,1
a * surcharge on imports,1
a * survey in late,1
a * survey indicates that,1
a * survey sent to,1
a * survey two years,1
a * switch in the,1
a * switch located within,1
a * system be unavoidable,1
a * system for a,1
a * system for emergency,1
a * system for identifying,1
a * system in the,1
a * system is employed,1
a * system to compensate,1
a * system to insure,1
a * systematic focus on,1
a * tank car mileage,1
a * target for new,1
a * targeted at thought,1
a * task group a,1
a * task group chaired,1
a * task group continues,1
a * task group created,1
a * task group fdatg,1
a * task group has,1
a * task group of,1
a * task group or,1
a * task group t,1
a * task group to,1
a * tax a value,1
a * tax and the,1
a * tax as a,1
a * tax on cma,1
a * tax on disposal,1
a * tax rebate to,1
a * tax reduction message,1
a * tax reform bill,1
a * team to round,1
a * technical guide so,1
a * technical job or,1
a * technology program with,1
a * temptation to which,1
a * term restoration the,1
a * test data requirement,1
a * test program on,1
a * test rule on,1
a * test rule the,1
a * test rule to,1
a * testing agreement the,1
a * testing program on,1
a * text was prepared,1
a * that an oil,1
a * that certain companies,1
a * that companies may,1
a * that do not,1
a * that doesnt fall,1
a * that exposure to,1
a * that mined out,1
a * that of all,1
a * that predicts the,1
a * that protect the,1
a * that protects them,1
a * that the hazard,1
a * that the president,1
a * that there can,1
a * that tracks the,1
a * that will be,1
a * that will test,1
a * that would have,1
a * that would impose,1
a * the amounts involved,1
a * the effeet of,1
a * the extent to,1
a * the method recommended,1
a * the outside resources,1
a * the prospect of,1
a * the tax increases,1
a * the toxic substances,1
a * the vote tally,1
a * theory of recovery,1
a * this may not,1
a * thought out unified,1
a * threat to rhodes,1
a * through engineering contacts,1
a * time and made,1
a * time in september,1
a * time over call,1
a * to a citizens,1
a * to address groundwater,1
a * to address interstate,1
a * to amend countervailing,1
a * to an international,1
a * to ask in,1
a * to assess the,1
a * to atsac on,1
a * to authorize the,1
a * to be introduced,1
a * to carry our,1
a * to change truck,1
a * to characterize state,1
a * to combine a,1
a * to congressman kemp,1
a * to consider some,1
a * to consider the,1
a * to consumer activist,1
a * to deal with,1
a * to distribute materials,1
a * to dr john,1
a * to effectively communicate,1
a * to endorse the,1
a * to enlist more,1
a * to epa assistant,1
a * to epas new,1
a * to evaluate epas,1
a * to expand contributions,1
a * to extend the,1
a * to form a,1
a * to free trade,1
a * to fund the,1
a * to his minority,1
a * to improve the,1
a * to maintain this,1
a * to managing the,1
a * to mbs david,1
a * to mexico recently,1
a * to obtain relief,1
a * to order cancellation,1
a * to order forfeiture,1
a * to otherwise fair,1
a * to president reagan,1
a * to prioritize their,1
a * to promote nonanimal,1
a * to protect state,1
a * to provide direct,1
a * to rebuild our,1
a * to reduce the,1
a * to senator wallop,1
a * to some organiza,1
a * to study the,1
a * to support it,1
a * to the cma,1
a * to the department,1
a * to the executive,1
a * to the house,1
a * to the institute,1
a * to the national,1
a * to the petition,1
a * to the railroads,1
a * to the senate,1
a * to the u,1
a * to the ztc,1
a * to understand the,1
a * ton fee for,1
a * tonnage of hydrocarbons,1
a * topic at the,1
a * tour in central,1
a * tour of the,1
a * toxicity study of,1
a * trade arrangement for,1
a * trade balance of,1
a * trade policy for,1
a * trade remedy petition,1
a * trade surplus of,1
a * training film entitled,1
a * training program for,1
a * transition from critic,1
a * transportation risk management,1
a * trend of decreased,1
a * trend toward industry,1
a * trends are worth,1
a * trlchlorobenzane to a,1
a * trying time for,1
a * turnaround the senate,1
a * turning point in,1
a * turnout of government,1
a * two pages behind,1
a * uncommitted funds are,1
a * under consideration to,1
a * under which such,1
a * understanding and establish,1
a * understanding of our,1
a * understanding on how,1
a * uniform regulatory scheme,1
a * unit this time,1
a * unknown in the,1
a * unreasonable risk of,1
a * update of federal,1
a * update w m,1
a * upon the request,1
a * value added level,1
a * valued in dollars,1
a * valve that is,1
a * valve to support,1
a * variety of nontariff,1
a * variety of trade,1
a * version is presented,1
a * version of a,1
a * version that copies,1
a * veto by either,1
a * victims compensation fund,1
a * victory for cma,1
a * view within the,1
a * voice the attached,1
a * volume tax effective,1
